@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
246,22,109,0,137,0,0.167939,1,0.167939,0,0.287582,0.08209,2.045802,0.994897
247,21,110,0,137,0,0.160305,1,0.160305,0,0.276316,0.078358,2.045802,0.995126
248,20,111,0,137,0,0.152672,1,0.152672,0,0.264901,0.074627,2.045802,0.995318
249,19,112,0,137,0,0.145038,1,0.145038,0,0.253333,0.070896,2.045802,0.995383
250,18,113,0,137,0,0.137405,1,0.137405,0,0.241611,0.067164,2.045802,0.995507
251,17,114,0,137,0,0.129771,1,0.129771,0,0.22973,0.063433,2.045802,0.995559
252,16,115,0,137,0,0.122137,1,0.122137,0,0.217687,0.059701,2.045802,0.996291
253,15,116,0,137,0,0.114504,1,0.114504,0,0.205479,0.05597,2.045802,0.996404
254,14,117,0,137,0,0.10687,1,0.10687,0,0.193103,0.052239,2.045802,0.996587
255,13,118,0,137,0,0.099237,1,0.099237,0,0.180556,0.048507,2.045802,0.996747
256,12,119,0,137,0,0.091603,1,0.091603,0,0.167832,0.044776,2.045802,0.997174
257,11,120,0,137,0,0.083969,1,0.083969,0,0.15493,0.041045,2.045802,0.99785
258,10,121,0,137,0,0.076336,1,0.076336,0,0.141844,0.037313,2.045802,0.998021
259,9,122,0,137,0,0.068702,1,0.068702,0,0.128571,0.033582,2.045802,0.998136
260,8,123,0,137,0,0.061069,1,0.061069,0,0.115108,0.029851,2.045802,0.998524
261,7,124,0,137,0,0.053435,1,0.053435,0,0.101449,0.026119,2.045802,0.998641
262,6,125,0,137,0,0.045802,1,0.045802,0,0.087591,0.022388,2.045802,0.998659
263,5,126,0,137,0,0.038168,1,0.038168,0,0.073529,0.018657,2.045802,0.998709
264,4,127,0,137,0,0.030534,1,0.030534,0,0.059259,0.014925,2.045802,0.998909
265,3,128,0,137,0,0.022901,1,0.022901,0,0.044776,0.011194,2.045802,0.99913
266,2,129,0,137,0,0.015267,1,0.015267,0,0.030075,0.007463,?,0.999378
267,1,130,0,137,0,0.007634,1,0.007634,0,0.015152,0.003731,?,0.999488
268,0,131,0,137,0,0,?,0,?,?,0,?,0.999498
