@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
231,47,98,4,133,0.029197,0.324138,0.921569,0.324138,0.078431,0.479592,0.180851,1.792292,0.932072
232,46,99,4,133,0.029197,0.317241,0.92,0.317241,0.08,0.471795,0.177305,1.789241,0.932679
233,45,100,4,133,0.029197,0.310345,0.918367,0.310345,0.081633,0.463918,0.173759,1.786066,0.935011
234,44,101,4,133,0.029197,0.303448,0.916667,0.303448,0.083333,0.455959,0.170213,1.782759,0.935766
235,43,102,4,133,0.029197,0.296552,0.914894,0.296552,0.085106,0.447917,0.166667,1.77931,0.936385
236,42,103,4,133,0.029197,0.289655,0.913043,0.289655,0.086957,0.439791,0.163121,1.775712,0.937357
237,41,104,4,133,0.029197,0.282759,0.911111,0.282759,0.088889,0.431579,0.159574,1.771954,0.938085
238,40,105,4,133,0.029197,0.275862,0.909091,0.275862,0.090909,0.42328,0.156028,1.768025,0.93824
239,39,106,4,133,0.029197,0.268966,0.906977,0.268966,0.093023,0.414894,0.152482,1.763913,0.938309
240,38,107,4,133,0.029197,0.262069,0.904762,0.262069,0.095238,0.406417,0.148936,1.759606,0.940128
241,38,107,3,134,0.021898,0.262069,0.926829,0.262069,0.073171,0.408602,0.14539,1.802523,0.940416
242,37,108,3,134,0.021898,0.255172,0.925,0.255172,0.075,0.4,0.141844,1.798966,0.941747
243,36,109,3,134,0.021898,0.248276,0.923077,0.248276,0.076923,0.391304,0.138298,1.795225,0.94186
244,36,109,2,135,0.014599,0.248276,0.947368,0.248276,0.052632,0.393443,0.134752,1.842468,0.944141
245,35,110,2,135,0.014599,0.241379,0.945946,0.241379,0.054054,0.384615,0.131206,1.839702,0.949213
246,34,111,2,135,0.014599,0.234483,0.944444,0.234483,0.055556,0.375691,0.12766,1.836782,0.949235
247,33,112,2,135,0.014599,0.227586,0.942857,0.227586,0.057143,0.366667,0.124113,1.833695,0.950123
248,32,113,2,135,0.014599,0.22069,0.941176,0.22069,0.058824,0.357542,0.120567,1.830426,0.950255
249,31,114,2,135,0.014599,0.213793,0.939394,0.213793,0.060606,0.348315,0.117021,1.826959,0.952487
250,30,115,2,135,0.014599,0.206897,0.9375,0.206897,0.0625,0.338983,0.113475,1.823276,0.952867
251,29,116,2,135,0.014599,0.2,0.935484,0.2,0.064516,0.329545,0.109929,1.819355,0.955478
252,28,117,2,135,0.014599,0.193103,0.933333,0.193103,0.066667,0.32,0.106383,1.815172,0.956265
253,27,118,2,135,0.014599,0.186207,0.931034,0.186207,0.068966,0.310345,0.102837,1.810702,0.957058
254,26,119,2,135,0.014599,0.17931,0.928571,0.17931,0.071429,0.300578,0.099291,1.805911,0.957646
255,25,120,2,135,0.014599,0.172414,0.925926,0.172414,0.074074,0.290698,0.095745,1.800766,0.960281
256,24,121,2,135,0.014599,0.165517,0.923077,0.165517,0.076923,0.280702,0.092199,1.795225,0.960652
257,23,122,2,135,0.014599,0.158621,0.92,0.158621,0.08,0.270588,0.088652,1.789241,0.961723
258,22,123,2,135,0.014599,0.151724,0.916667,0.151724,0.083333,0.260355,0.085106,1.782759,0.962408
259,21,124,2,135,0.014599,0.144828,0.913043,0.144828,0.086957,0.25,0.08156,1.775712,0.962551
260,20,125,2,135,0.014599,0.137931,0.909091,0.137931,0.090909,0.239521,0.078014,1.768025,0.963145
261,19,126,2,135,0.014599,0.131034,0.904762,0.131034,0.095238,0.228916,0.074468,1.759606,0.963271
262,18,127,2,135,0.014599,0.124138,0.9,0.124138,0.1,0.218182,0.070922,1.750345,0.964372
263,17,128,2,135,0.014599,0.117241,0.894737,0.117241,0.105263,0.207317,0.067376,1.740109,0.965794
264,16,129,2,135,0.014599,0.110345,0.888889,0.110345,0.111111,0.196319,0.06383,1.728736,0.968113
265,15,130,2,135,0.014599,0.103448,0.882353,0.103448,0.117647,0.185185,0.060284,1.716024,0.968382
266,14,131,2,135,0.014599,0.096552,0.875,0.096552,0.125,0.173913,0.056738,1.701724,0.968475
267,13,132,2,135,0.014599,0.089655,0.866667,0.089655,0.133333,0.1625,0.053191,1.685517,0.971544
268,12,133,2,135,0.014599,0.082759,0.857143,0.082759,0.142857,0.150943,0.049645,1.666995,0.972238
269,11,134,2,135,0.014599,0.075862,0.846154,0.075862,0.153846,0.139241,0.046099,1.645623,0.974452
270,11,134,1,136,0.007299,0.075862,0.916667,0.075862,0.083333,0.140127,0.042553,1.782759,0.975878
271,11,134,0,137,0,0.075862,1,0.075862,0,0.141026,0.039007,1.944828,0.976998
272,10,135,0,137,0,0.068966,1,0.068966,0,0.129032,0.035461,1.944828,0.981155
273,9,136,0,137,0,0.062069,1,0.062069,0,0.116883,0.031915,1.944828,0.981194
274,8,137,0,137,0,0.055172,1,0.055172,0,0.104575,0.028369,1.944828,0.982344
275,7,138,0,137,0,0.048276,1,0.048276,0,0.092105,0.024823,1.944828,0.984968
276,6,139,0,137,0,0.041379,1,0.041379,0,0.07947,0.021277,1.944828,0.985726
277,5,140,0,137,0,0.034483,1,0.034483,0,0.066667,0.01773,1.944828,0.986048
278,4,141,0,137,0,0.027586,1,0.027586,0,0.053691,0.014184,1.944828,0.986655
279,3,142,0,137,0,0.02069,1,0.02069,0,0.040541,0.010638,1.944828,0.992115
280,2,143,0,137,0,0.013793,1,0.013793,0,0.027211,0.007092,1.944828,0.993137
281,1,144,0,137,0,0.006897,1,0.006897,0,0.013699,0.003546,?,0.995608
282,0,145,0,137,0,0,?,0,?,?,0,?,0.995618
